ACCYMD,PLACE,CARTYPE
114年01月02日 10時00分00秒,桃園市龍潭區東華街19號前0.0公尺附近,自用-小客車(含客、貨兩用);微型電動二輪車-慢車
114年01月02日 10時00分30秒,苗栗縣頭份市土牛10之11號前,營業用-大貨車;其他人-人
114年01月02日 10時00分30秒,苗栗縣頭份市土牛10之11號前,營業用-大貨車;其他人-人
114年01月02日 10時03分00秒,臺南市麻豆區中正路366號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時03分00秒,臺南市麻豆區中正路366號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時08分12秒,苗栗縣頭份市忠孝一路與長泰街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時08分12秒,苗栗縣頭份市忠孝一路與長泰街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時14分15秒,臺北市大同區國道1號 25公里700.0公尺處北側向中外,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 10時14分15秒,臺北市大同區國道1號 25公里700.0公尺處北側向中外,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 10時14分24秒,高雄市路竹區北嶺六路與路科二路口,自用-小客車(含客、貨兩用);營業用-曳引車
114年01月02日 10時14分24秒,高雄市路竹區北嶺六路與路科二路口,自用-小客車(含客、貨兩用);營業用-曳引車
114年01月02日 10時15分00秒,桃園市蘆竹區南竹路三段口 / 桃園市蘆竹區富國路一段口,自用-小客車(含客、貨兩用);營業用-曳引車
114年01月02日 10時15分00秒,桃園市蘆竹區南竹路三段口 / 桃園市蘆竹區富國路一段口,自用-小客車(含客、貨兩用);營業用-曳引車
114年01月02日 10時15分00秒,臺南市仁德區中正路二段1092號前,普通重型-機車;自用-小貨車;普通重型-機車
114年01月02日 10時15分00秒,臺南市仁德區中正路二段1092號前,普通重型-機車;自用-小貨車;普通重型-機車
114年01月02日 10時15分00秒,臺南市仁德區中正路二段1092號前,普通重型-機車;自用-小貨車;普通重型-機車
114年01月02日 10時20分00秒,花蓮縣吉安鄉北安街口 / 花蓮縣吉安鄉七腳川溪防汛道路口,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 10時20分00秒,花蓮縣吉安鄉北安街口 / 花蓮縣吉安鄉七腳川溪防汛道路口,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 10時20分00秒,桃園市中壢區高下路1號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時20分00秒,桃園市中壢區高下路1號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時22分00秒,臺南市北區文賢路572巷口,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 10時22分00秒,臺南市北區文賢路572巷口,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 10時23分00秒,桃園市八德區新生路100巷口,計程車-小客車(含客、貨兩用);普通重型-機車
114年01月02日 10時23分00秒,桃園市八德區新生路100巷口,計程車-小客車(含客、貨兩用);普通重型-機車
114年01月02日 10時26分00秒,新竹市北區北大路與中正路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 10時26分00秒,新竹市北區北大路與中正路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 10時27分00秒,屏東縣里港鄉三和路119-88號,營業用-曳引車;普通重型-機車
114年01月02日 10時27分00秒,屏東縣里港鄉三和路119-88號,營業用-曳引車;普通重型-機車
114年01月02日 10時27分04秒,桃園市桃園區中正路口 / 桃園市桃園區莊敬路一段口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時27分04秒,桃園市桃園區中正路口 / 桃園市桃園區莊敬路一段口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時29分00秒,雲林縣北港鎮好收里口庄路43之3號前,自用-小貨車
114年01月02日 10時29分00秒,雲林縣北港鎮好收里口庄路43之3號前,自用-小貨車
114年01月02日 10時29分00秒,臺南市仁德區中山路624號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時29分00秒,臺南市仁德區中山路624號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時29分11秒,宜蘭縣冬山鄉冬山路一段600號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時29分11秒,宜蘭縣冬山鄉冬山路一段600號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時34分00秒,屏東縣竹田鄉義永路與台一線口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時34分00秒,屏東縣竹田鄉義永路與台一線口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時35分00秒,苗栗縣苗栗市長安街94號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時35分00秒,苗栗縣苗栗市長安街94號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時35分46秒,宜蘭縣冬山鄉冬山路5段322號前0.0公尺附近,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時35分46秒,宜蘭縣冬山鄉冬山路5段322號前0.0公尺附近,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時40分00秒,臺南市東區小東路270號東側,自用-小貨車
114年01月02日 10時40分00秒,臺南市東區小東路270號東側,自用-小貨車
114年01月02日 10時40分19秒,雲林縣莿桐鄉東興63之1號旁產業道路,自用-大貨車
114年01月02日 10時40分19秒,雲林縣莿桐鄉東興63之1號旁產業道路,自用-大貨車
114年01月02日 10時44分25秒,彰化縣彰化市中華路78號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時44分25秒,彰化縣彰化市中華路78號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時45分00秒,桃園市平鎮區振興西路口 / 桃園市平鎮區榮興街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時45分00秒,桃園市平鎮區振興西路口 / 桃園市平鎮區榮興街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時45分21秒,臺南市南區中華西、新和東路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時45分21秒,臺南市南區中華西、新和東路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時47分00秒,桃園市大溪區永昌路361號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 10時47分00秒,桃園市大溪區永昌路361號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 10時47分02秒,苗栗縣苗栗市中山路與三湖道口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時47分02秒,苗栗縣苗栗市中山路與三湖道口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時48分52秒,臺南市東區崇德路648號附近,租賃車-小客車(含客、貨兩用);普通重型-機車
114年01月02日 10時48分52秒,臺南市東區崇德路648號附近,租賃車-小客車(含客、貨兩用);普通重型-機車
114年01月02日 10時51分00秒,屏東縣高樹鄉雙興路123號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 10時51分00秒,屏東縣高樹鄉雙興路123號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 10時51分00秒,屏東縣竹田鄉台88東向19.8K處,自用-小客車(含客、貨兩用)
114年01月02日 10時51分00秒,屏東縣竹田鄉台88東向19.8K處,自用-小客車(含客、貨兩用)
114年01月02日 10時57分16秒,苗栗縣公館鄉近光路與信義街口,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 10時57分16秒,苗栗縣公館鄉近光路與信義街口,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 10時58分57秒,臺南市學甲區明宜里中正路303號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時58分57秒,臺南市學甲區明宜里中正路303號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時59分00秒,桃園市桃園區北埔路口 / 桃園市桃園區中正五街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 10時59分00秒,桃園市桃園區北埔路口 / 桃園市桃園區中正五街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時00分00秒,臺南市中西區海安路一段103號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時00分00秒,臺南市中西區海安路一段103號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時00分24秒,桃園市龜山區萬壽路2段527號附近,自用-小客車(含客、貨兩用);民營公車-大客車
114年01月02日 11時00分24秒,桃園市龜山區萬壽路2段527號附近,自用-小客車(含客、貨兩用);民營公車-大客車
114年01月02日 11時03分12秒,桃園市龜山區忠義路一段口 / 桃園市龜山區長壽路口,普通重型-機車;營業用-曳引車
114年01月02日 11時03分12秒,桃園市龜山區忠義路一段口 / 桃園市龜山區長壽路口,普通重型-機車;營業用-曳引車
114年01月02日 11時03分27秒,桃園市龜山區忠義路一段口 / 桃園市龜山區長壽路口,營業用-曳引車;自用-小客車(含客、貨兩用)
114年01月02日 11時03分27秒,桃園市龜山區忠義路一段口 / 桃園市龜山區長壽路口,營業用-曳引車;自用-小客車(含客、貨兩用)
114年01月02日 11時03分31秒,臺南市北區大興街502巷18號北側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時03分31秒,臺南市北區大興街502巷18號北側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時04分07秒,宜蘭縣礁溪鄉中山路二段與復興街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時04分07秒,宜蘭縣礁溪鄉中山路二段與復興街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時05分36秒,新竹縣湖口鄉光復北路與光復巷口,營業用-大貨車;營業用-大貨車
114年01月02日 11時05分36秒,新竹縣湖口鄉光復北路與光復巷口,營業用-大貨車;營業用-大貨車
114年01月02日 11時07分00秒,彰化縣彰化市成功路130號前0.0公尺附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 11時07分00秒,彰化縣彰化市成功路130號前0.0公尺附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 11時07分41秒,桃園市蘆竹區國道1號 48公里北側向中線,自用-小客車(含客、貨兩用);營業用-大貨車
114年01月02日 11時07分41秒,桃園市蘆竹區國道1號 48公里北側向中線,自用-小客車(含客、貨兩用);營業用-大貨車
114年01月02日 11時10分00秒,臺南市安定區新吉里國八側車道上(新吉56之250號附近),自用-小貨車;自用-大貨車
114年01月02日 11時10分00秒,臺南市安定區新吉里國八側車道上(新吉56之250號附近),自用-小貨車;自用-大貨車
114年01月02日 11時15分05秒,宜蘭縣礁溪鄉玉民路一段100號前,自用-小客車(含客、貨兩用)
114年01月02日 11時15分05秒,宜蘭縣礁溪鄉玉民路一段100號前,自用-小客車(含客、貨兩用)
114年01月02日 11時15分26秒,新竹市香山區西濱公路、南港街52巷,營業用-大貨車;自用-小貨車
114年01月02日 11時15分26秒,新竹市香山區西濱公路、南港街52巷,營業用-大貨車;自用-小貨車
114年01月02日 11時16分00秒,彰化縣員林市浮圳路一段332巷31號巷口,租賃小貨車-小貨車
114年01月02日 11時16分00秒,彰化縣員林市浮圳路一段332巷31號巷口,租賃小貨車-小貨車
114年01月02日 11時16分18秒,宜蘭縣宜蘭市神農路2段174號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時16分18秒,宜蘭縣宜蘭市神農路2段174號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時17分03秒,桃園市桃園區莊敬路二段193號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時17分03秒,桃園市桃園區莊敬路二段193號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時20分00秒,桃園市蘆竹區蘆興街280巷內(V114010028),營業用-大貨車
114年01月02日 11時20分00秒,桃園市蘆竹區蘆興街280巷內(V114010028),營業用-大貨車
114年01月02日 11時24分19秒,新竹縣竹北市中正東路359號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 11時24分19秒,新竹縣竹北市中正東路359號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 11時30分02秒,彰化縣社頭鄉中山路三段562號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時30分02秒,彰化縣社頭鄉中山路三段562號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時30分02秒,彰化縣社頭鄉中山路三段562號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時30分43秒,宜蘭縣宜蘭市農權路157巷1弄14號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時30分43秒,宜蘭縣宜蘭市農權路157巷1弄14號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時31分41秒,雲林縣北港鎮華勝路67號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時31分41秒,雲林縣北港鎮華勝路67號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時32分00秒,臺南市麻豆區中山路161號旁,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 11時32分00秒,臺南市麻豆區中山路161號旁,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 11時32分10秒,桃園市龜山區振興路636號附近,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 11時32分10秒,桃園市龜山區振興路636號附近,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 11時33分19秒,桃園市觀音區山坪路960號,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 11時33分19秒,桃園市觀音區山坪路960號,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 11時34分58秒,雲林縣虎尾鎮立德路與立德路40巷口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時34分58秒,雲林縣虎尾鎮立德路與立德路40巷口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時40分00秒,屏東縣萬丹鄉萬丹路1段口 / 屏東縣萬丹鄉和平西路,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 11時40分00秒,屏東縣萬丹鄉萬丹路1段口 / 屏東縣萬丹鄉和平西路,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 11時44分49秒,花蓮縣壽豐鄉平和村中華路二段13號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時44分49秒,花蓮縣壽豐鄉平和村中華路二段13號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時45分00秒,屏東縣屏東市蘭州街205號,普通重型-機車;普通重型-機車
114年01月02日 11時45分00秒,屏東縣屏東市蘭州街205號,普通重型-機車;普通重型-機車
114年01月02日 11時45分43秒,臺南市佳里區延平路722號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 11時45分43秒,臺南市佳里區延平路722號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 11時47分06秒,苗栗縣公館鄉台6線國一南下匝道路口前(南往北),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時47分06秒,苗栗縣公館鄉台6線國一南下匝道路口前(南往北),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時48分00秒,苗栗縣頭份市國道1號 108公里北側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時48分00秒,苗栗縣頭份市國道1號 108公里北側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時48分00秒,苗栗縣頭份市國道1號 108公里北側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時48分00秒,新竹市東區關東路、關新路口,營業用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 11時48分00秒,新竹市東區關東路、關新路口,營業用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 11時49分20秒,桃園市桃園區慈文路353號前0.0公尺,自用-大貨車
114年01月02日 11時49分20秒,桃園市桃園區慈文路353號前0.0公尺,自用-大貨車
114年01月02日 11時50分00秒,臺南市東區崇善路口 / 臺南市東區崇善三街口,普通重型-機車;普通重型-機車
114年01月02日 11時50分00秒,臺南市東區崇善路口 / 臺南市東區崇善三街口,普通重型-機車;普通重型-機車
114年01月02日 11時50分11秒,臺南市佳里區忠孝路5號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時50分11秒,臺南市佳里區忠孝路5號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 11時50分15秒,桃園市龜山區復興街北側 / 桃園市龜山區復興街北側,自用-小客車(含客、貨兩用)
114年01月02日 11時50分15秒,桃園市龜山區復興街北側 / 桃園市龜山區復興街北側,自用-小客車(含客、貨兩用)
114年01月02日 11時55分00秒,臺南市南區新和東路136號口,自用-小客車(含客、貨兩用);營業用-小貨車
114年01月02日 11時55分00秒,臺南市南區新和東路136號口,自用-小客車(含客、貨兩用);營業用-小貨車
114年01月02日 11時55分00秒,臺南市永康區永榮路與永善二街口東側10公尺處,自用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 11時55分00秒,臺南市永康區永榮路與永善二街口東側10公尺處,自用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 11時56分00秒,屏東縣屏東市安心四橫巷路,自用-小客車(含客、貨兩用);普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 11時56分00秒,屏東縣屏東市安心四橫巷路,自用-小客車(含客、貨兩用);普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 11時56分00秒,屏東縣屏東市安心四橫巷路,自用-小客車(含客、貨兩用);普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 11時56分40秒,臺南市永康區南興路與南興路3巷,自用-小貨車;普通重型-機車
114年01月02日 11時56分40秒,臺南市永康區南興路與南興路3巷,自用-小貨車;普通重型-機車
114年01月02日 12時01分00秒,屏東縣屏東市大連路附近 / 屏東縣屏東市大連路附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時01分00秒,屏東縣屏東市大連路附近 / 屏東縣屏東市大連路附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時02分00秒,臺南市東區東門城圓環東側,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時02分00秒,臺南市東區東門城圓環東側,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時05分31秒,新竹縣竹東鎮竹美路二段與公道路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時05分31秒,新竹縣竹東鎮竹美路二段與公道路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時06分00秒,宜蘭縣宜蘭市東港路2段口 / 宜蘭縣宜蘭市環市東路2段口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時06分00秒,宜蘭縣宜蘭市東港路2段口 / 宜蘭縣宜蘭市環市東路2段口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時08分00秒,臺南市安南區安吉路一段465號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時08分00秒,臺南市安南區安吉路一段465號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時08分55秒,桃園市大園區忠孝三街19號前0.0公尺,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時08分55秒,桃園市大園區忠孝三街19號前0.0公尺,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時13分00秒,新竹市東區食品路57號旁,普通重型-機車;普通重型-機車
114年01月02日 12時13分00秒,新竹市東區食品路57號旁,普通重型-機車;普通重型-機車
114年01月02日 12時14分00秒,臺南市中西區西門路1段464號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時14分00秒,臺南市中西區西門路1段464號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時15分00秒,新竹縣關西鎮國道3號 76公里南側向服務區,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時15分00秒,新竹縣關西鎮國道3號 76公里南側向服務區,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時18分59秒,南投縣埔里鎮南安路700號對面,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時18分59秒,南投縣埔里鎮南安路700號對面,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時20分57秒,新竹縣竹北市東興路二段55號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時20分57秒,新竹縣竹北市東興路二段55號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時22分34秒,臺南市關廟區國道3號 364公里200.0公尺處北側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時22分34秒,臺南市關廟區國道3號 364公里200.0公尺處北側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時22分34秒,臺南市關廟區國道3號 364公里200.0公尺處北側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時25分00秒,臺南市東區崇明路523號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時25分00秒,臺南市東區崇明路523號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時25分46秒,桃園市蘆竹區國道2號大竹交流道、台31交界處,自用-小客車(含客、貨兩用);營業用-全聯結車
114年01月02日 12時25分46秒,桃園市蘆竹區國道2號大竹交流道、台31交界處,自用-小客車(含客、貨兩用);營業用-全聯結車
114年01月02日 12時28分00秒,臺東縣長濱鄉長濱村長濱58-1（金剛好事館）,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時28分00秒,臺東縣長濱鄉長濱村長濱58-1（金剛好事館）,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時28分37秒,臺南市永康區復國一路374號前0.0公尺,自用-小貨車;普通重型-機車
114年01月02日 12時28分37秒,臺南市永康區復國一路374號前0.0公尺,自用-小貨車;普通重型-機車
114年01月02日 12時35分46秒,桃園市平鎮區金陵路二段210巷口,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 12時35分46秒,桃園市平鎮區金陵路二段210巷口,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 12時36分00秒,桃園市龜山區萬壽路二段1199之1號附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時36分00秒,桃園市龜山區萬壽路二段1199之1號附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 12時38分43秒,桃園市中壢區環中東路二段136號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 12時38分43秒,桃園市中壢區環中東路二段136號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 12時40分27秒,屏東縣萬丹鄉社皮路三段246號前,普通重型-機車;普通重型-機車
114年01月02日 12時40分27秒,屏東縣萬丹鄉社皮路三段246號前,普通重型-機車;普通重型-機車
114年01月02日 12時42分00秒,桃園市桃園區寶慶路432號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 12時42分00秒,桃園市桃園區寶慶路432號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 12時45分33秒,屏東縣新埤鄉台一線424.5K(北上),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時45分33秒,屏東縣新埤鄉台一線424.5K(北上),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時45分46秒,桃園市龜山區自強南路17號附近,自用-小客車(含客、貨兩用)
114年01月02日 12時45分46秒,桃園市龜山區自強南路17號附近,自用-小客車(含客、貨兩用)
114年01月02日 12時47分00秒,桃園市中壢區普忠路附近 / 桃園市中壢區普忠路附近,自用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 12時47分00秒,桃園市中壢區普忠路附近 / 桃園市中壢區普忠路附近,自用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 12時50分08秒,苗栗縣頭份市上埔路273號旁路口往西南約30公尺處,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 12時50分08秒,苗栗縣頭份市上埔路273號旁路口往西南約30公尺處,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 12時55分09秒,彰化縣埔心鄉大榮街53號前,營業用-大貨車
114年01月02日 12時55分09秒,彰化縣埔心鄉大榮街53號前,營業用-大貨車
114年01月02日 12時57分07秒,彰化縣鹿港鎮民權路268號前,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 12時57分07秒,彰化縣鹿港鎮民權路268號前,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 12時58分00秒,苗栗縣苗栗市玉清大橋(東往西)方向,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 12時58分00秒,苗栗縣苗栗市玉清大橋(東往西)方向,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時04分00秒,桃園市中壢區中山東路三段21號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 13時04分00秒,桃園市中壢區中山東路三段21號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 13時04分00秒,桃園市八德區四維路69號,自用-小客車(含客、貨兩用);行人-人
114年01月02日 13時04分00秒,桃園市八德區四維路69號,自用-小客車(含客、貨兩用);行人-人
114年01月02日 13時06分00秒,新北市土城區國道3號 42公里100.0公尺處北側向中內,營業用-半聯結車;計程車-小客車(含客、貨兩用)
114年01月02日 13時06分00秒,新北市土城區國道3號 42公里100.0公尺處北側向中內,營業用-半聯結車;計程車-小客車(含客、貨兩用)
114年01月02日 13時12分42秒,桃園市平鎮區中正一路253號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時12分42秒,桃園市平鎮區中正一路253號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時13分39秒,新竹縣關西鎮中山東路26號,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時13分39秒,新竹縣關西鎮中山東路26號,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時17分53秒,南投縣埔里鎮中山路四段13號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時17分53秒,南投縣埔里鎮中山路四段13號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時18分18秒,南投縣草屯鎮新厝里建興一街70號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時18分18秒,南投縣草屯鎮新厝里建興一街70號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
