ACCYMD,PLACE,CARTYPE
114年01月03日 07時40分00秒,臺南市南區濱南路250866燈桿,營業用-曳引車;自用-小客車(含客、貨兩用)
114年01月03日 07時40分34秒,高雄市左營區國道10號 600.0公尺處西側向外側,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月03日 07時40分34秒,高雄市左營區國道10號 600.0公尺處西側向外側,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月03日 07時41分00秒,彰化縣伸港鄉彰新路七段與大同路口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時41分00秒,彰化縣伸港鄉彰新路七段與大同路口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時42分08秒,桃園市桃園區春日路口 / 桃園市桃園區春日路口,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時42分08秒,桃園市桃園區春日路口 / 桃園市桃園區春日路口,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時42分08秒,桃園市桃園區春日路口 / 桃園市桃園區春日路口,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時42分08秒,桃園市桃園區春日路口 / 桃園市桃園區春日路口,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時43分00秒,桃園市楊梅區新農街372號前0.0公尺,遊覽車-大客車
114年01月03日 07時43分00秒,桃園市楊梅區新農街372號前0.0公尺,遊覽車-大客車
114年01月03日 07時44分12秒,臺南市仁德區中山路口 / 臺南市仁德區文華路三段口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時44分12秒,臺南市仁德區中山路口 / 臺南市仁德區文華路三段口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時44分34秒,桃園市蘆竹區南青路,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時44分34秒,桃園市蘆竹區南青路,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時45分09秒,雲林縣斗六市竹圍路39號旁交岔路口,普通重型-機車;普通重型-機車
114年01月03日 07時45分09秒,雲林縣斗六市竹圍路39號旁交岔路口,普通重型-機車;普通重型-機車
114年01月03日 07時48分00秒,桃園市八德區豐德二路12號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時48分00秒,桃園市八德區豐德二路12號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時48分00秒,臺南市善化區目加溜灣大道(430514電桿),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時48分00秒,臺南市善化區目加溜灣大道(430514電桿),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時49分00秒,新竹縣湖口鄉復興路26號附近,自用-小客車(含客、貨兩用);自用-大貨車
114年01月03日 07時49分00秒,新竹縣湖口鄉復興路26號附近,自用-小客車(含客、貨兩用);自用-大貨車
114年01月03日 07時49分00秒,桃園市楊梅區國道1號 65公里900.0公尺處北側,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月03日 07時49分00秒,桃園市楊梅區國道1號 65公里900.0公尺處北側,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月03日 07時49分08秒,臺南市新營區埤寮里無名道路(路燈新營區3382號),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時49分08秒,臺南市新營區埤寮里無名道路(路燈新營區3382號),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時50分00秒,新竹市東區力行路華晶科技前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時50分00秒,新竹市東區力行路華晶科技前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時50分00秒,屏東縣屏東市瑞光路口 / 屏東縣屏東市田寮巷口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時50分00秒,屏東縣屏東市瑞光路口 / 屏東縣屏東市田寮巷口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時50分00秒,桃園市蘆竹區中正路72號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時50分00秒,桃園市蘆竹區中正路72號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時51分31秒,桃園市蘆竹區長興路三段25號前0.0公尺,自用-小貨車;營業用-曳引車
114年01月03日 07時51分31秒,桃園市蘆竹區長興路三段25號前0.0公尺,自用-小貨車;營業用-曳引車
114年01月03日 07時52分00秒,屏東縣九如鄉耆老村九如交流道(北上),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時52分00秒,屏東縣九如鄉耆老村九如交流道(北上),自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時53分00秒,高雄市岡山區國道1號 348公里500.0公尺處北側向中線,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時53分00秒,高雄市岡山區國道1號 348公里500.0公尺處北側向中線,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時53分00秒,高雄市岡山區國道1號 350公里南側向外側,自用-小客車(含客、貨兩用);營業用-半聯結車
114年01月03日 07時53分00秒,高雄市岡山區國道1號 350公里南側向外側,自用-小客車(含客、貨兩用);營業用-半聯結車
114年01月03日 07時53分00秒,彰化縣和美鎮國道3號 193公里北側向外側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時53分00秒,彰化縣和美鎮國道3號 193公里北側向外側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時53分00秒,彰化縣和美鎮國道3號 193公里北側向外側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時54分00秒,桃園市桃園區經國路口 / 桃園市桃園區天祥七街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時54分00秒,桃園市桃園區經國路口 / 桃園市桃園區天祥七街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時56分00秒,桃園市桃園區民光東路357號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月03日 07時56分00秒,桃園市桃園區民光東路357號,自用-小客車(含客、貨兩用);自用-小貨車
114年01月03日 08時02分00秒,桃園市龍潭區國道3號 73公里500.0公尺處南側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時02分00秒,桃園市龍潭區國道3號 73公里500.0公尺處南側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時04分00秒,彰化縣線西鄉慶安路與線工南一路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時04分00秒,彰化縣線西鄉慶安路與線工南一路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時06分00秒,桃園市龜山區大湖一路106巷9號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時06分00秒,桃園市龜山區大湖一路106巷9號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時09分13秒,雲林縣斗六市建成路與中堅西路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時09分13秒,雲林縣斗六市建成路與中堅西路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時10分00秒,桃園市蘆竹區南竹路四段180號,普通重型-機車;普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 08時10分00秒,桃園市蘆竹區南竹路四段180號,普通重型-機車;普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 08時10分00秒,桃園市蘆竹區南竹路四段180號,普通重型-機車;普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 08時10分34秒,桃園市觀音區成功路二段口 / 桃園市觀音區民權路,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 08時10分34秒,桃園市觀音區成功路二段口 / 桃園市觀音區民權路,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 08時12分00秒,彰化縣彰化市中山路3段附近 / 彰化縣彰化市力行路附近,自用-小客車(含客、貨兩用);營業用-大貨車
114年01月03日 08時12分00秒,彰化縣彰化市中山路3段附近 / 彰化縣彰化市力行路附近,自用-小客車(含客、貨兩用);營業用-大貨車
114年01月03日 08時15分00秒,嘉義縣竹崎鄉金獅村田仔腳22號前,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月03日 08時15分00秒,嘉義縣竹崎鄉金獅村田仔腳22號前,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月03日 08時18分13秒,臺南市安南區頂安街420巷與北安路3段396巷口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時18分13秒,臺南市安南區頂安街420巷與北安路3段396巷口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時19分00秒,臺南市仁德區中正路一段352號,普通重型-機車;自用-小貨車;普通重型-機車
114年01月03日 08時19分00秒,臺南市仁德區中正路一段352號,普通重型-機車;自用-小貨車;普通重型-機車
114年01月03日 08時19分00秒,臺南市仁德區中正路一段352號,普通重型-機車;自用-小貨車;普通重型-機車
114年01月03日 08時21分00秒,新竹市北區武陵路175巷前,自用-小客車(含客、貨兩用);腳踏自行車-慢車
114年01月03日 08時21分00秒,新竹市北區武陵路175巷前,自用-小客車(含客、貨兩用);腳踏自行車-慢車
114年01月03日 08時25分00秒,新竹縣關西鎮國道3號 76公里南側向服務區,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時25分00秒,新竹縣關西鎮國道3號 76公里南側向服務區,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時26分00秒,臺南市永康區中山南路口 / 臺南市永康區新興街口,普通重型-機車;普通重型-機車
114年01月03日 08時26分00秒,臺南市永康區中山南路口 / 臺南市永康區新興街口,普通重型-機車;普通重型-機車
114年01月03日 08時27分00秒,桃園市大園區和平西路155號前0.0公尺,計程車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時27分00秒,桃園市大園區和平西路155號前0.0公尺,計程車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時31分25秒,桃園市中壢區自強一路30號,自用-小客車(含客、貨兩用);租賃車-小客車(含客、貨兩用)
114年01月03日 08時31分25秒,桃園市中壢區自強一路30號,自用-小客車(含客、貨兩用);租賃車-小客車(含客、貨兩用)
114年01月03日 08時35分00秒,臺南市七股區七股里2-5號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 08時35分00秒,臺南市七股區七股里2-5號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 08時37分04秒,苗栗縣竹南鎮民族街62號前,普通重型-機車;普通重型-機車
114年01月03日 08時37分04秒,苗栗縣竹南鎮民族街62號前,普通重型-機車;普通重型-機車
114年01月03日 08時38分01秒,彰化縣花壇鄉白沙村彰員路3段162號,自用-小貨車;自用-小貨車
114年01月03日 08時38分01秒,彰化縣花壇鄉白沙村彰員路3段162號,自用-小貨車;自用-小貨車
114年01月03日 08時40分00秒,新竹縣竹北市嘉興路284號前,普通重型-機車;普通重型-機車
114年01月03日 08時40分00秒,新竹縣竹北市嘉興路284號前,普通重型-機車;普通重型-機車
114年01月03日 08時40分00秒,臺南市新市區大洲四號橋南端,普通重型-機車;普通重型-機車
114年01月03日 08時40分00秒,臺南市新市區大洲四號橋南端,普通重型-機車;普通重型-機車
114年01月03日 08時40分28秒,彰化縣彰化市大埔路口 / 彰化縣彰化市延平路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 08時40分28秒,彰化縣彰化市大埔路口 / 彰化縣彰化市延平路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
